FID,FACILITYID,FACLAT,FATLONG,FATNAME,ExI,noisef,Soundlvl,remoteness,lux,Lightness,Miles,,,
768,232158,39.09972222,-107.2583333,BOGAN FLATS CAMPGROUND GRP S,1.0791,0.03,1,3,11,0,21.3099995,,,
9743,242287,48.908327,-119.903877,Iron Gate Trailhead,0.29408,0.01,0,3,8,0,21.2999992,,,
4003,235477,41.09431366,-107.1593643,Battle Creek Campground,0.79238,0.02,0,3,11,0,21.2900009,,,
10074,242653,35.9906,-118.3645,Sherman Pass Vista Observation Site,2.60994,0.08,2,3,11,0,21.2800007,,,
9440,241938,48.2016,-120.589,Lucerne Campground,0.51129,0.02,0,3,7,0,21.25,,,
10057,242620,35.96345686,-118.4783067,Limestone Campground,5.10404,0.16,2,3,20,0,21.2399998,,,
12305,245197,42.218269,-113.674353,Independence Lakes Campground,1.52864,0.05,1,3,8,0,21.2399998,,,
15858,249463,37.278435,-106.47954,Upper South Fork Trailhead,2.81306,0.09,2,3,6,0,21.2399998,,,
7536,239901,44.84472338,-114.4636733,Lost Spring Campground,2.65852,0.08,2,3,10,0,21.2299995,,,
10147,242751,35.964361,-118.478222,Brush Creek Campground,5.10404,0.16,2,3,20,0,21.2099991,,,
11805,244613,46.166159,-121.867353,Trailhead: Middle Falls,1.30714,0.04,1,3,6,0,21.2099991,,,
17439,251090,43.62592,-115.44374,Upper Roaring River Trailhead,2.17618,0.07,2,3,11,0,21.2099991,,,
13203,246241,42.731524,-121.420314,Head of the River Forest Camp,1.37092,0.04,1,3,11,0,21.1700001,,,
10028,242583,47.96027778,-112.8066667,West Fork Teton Trailhead,4.66511,0.15,2,3,11,0,21.1299992,,,
11287,244008,32.907456,-107.816933,Railroad Canyon Campground,5.66624,0.18,2,3,10,0,21.1299992,,,
4457,236092,45.36216,-110.21425,Hell's Canyon Campground,1.03882,0.03,1,3,8,0,21.1200008,,,
3027,234436,41.57861111,-121.6597222,LITTLE MT. HOFFMAN LOOKOUT,0.26708,0.01,0,3,8,0,21.0900002,,,
10004,242559,47.96111111,-112.8066667,West Fork Teton Campground,4.66511,0.15,2,3,11,0,21.0900002,,,
9854,242406,39.658205,-122.603163,Rattlesnake Firefighter Trailhead,3.93499,0.12,2,3,18,0,21.0699997,,,
15866,249471,37.72523044,-107.2869491,Rio Grande Reservoir  Boating Site,0.77842,0.02,0,3,11,0,21.0699997,,,
5973,238052,43.62412,-115.43204,Big Trinity Lake Campground,1.59212,0.05,1,3,12,0,21.0499992,,,
9806,242356,40.042055,-122.980957,Yolla Bolly-Middle Eel Wilderness,0.82367,0.03,1,3,11,0,21.0499992,,,
11726,244518,46.165206,-121.871632,Trailhead: Wright Meadows,1.37429,0.04,1,3,6,0,21.0499992,,,
2537,233942,42.45277778,-105.8338889,LA PRELE GUARD STATION,1.08542,0.03,1,3,9,0,21.0300007,,,
9779,242328,39.369253,-122.609053,Wolf Creek Visitor Station,2.11979,0.07,2,3,18,0,21.0200005,,,
17389,251040,43.62394,-115.42593,Little Trinity Lake Picnic Area,1.61589,0.05,1,3,12,0,21.0200005,,,
11804,244612,46.15664,-121.878452,Site: Lower Falls Day Use,1.43063,0.04,1,3,6,0,21.0100002,,,
16402,250032,46.15663889,-121.8784528,LOWER FALLS CAMPGROUND,1.43063,0.04,1,3,6,0,21.0100002,,,
17521,251172,48.015976,-120.492537,Big Hill Campsite,1.34653,0.04,1,3,11,0,20.9899998,,,
3009,234418,47.96388889,-112.8072222,WEST FORK CABIN (W OF CHOTEAU),4.4543,0.14,2,3,11,0,20.9799995,,,
8630,241102,40.8297293,-105.7512151,Deadman Lookout,1.718,0.05,1,3,8,0,20.9799995,,,
9437,241935,48.2005,-120.792,Holden Ballpark Campground,0.59185,0.02,0,3,82,1,20.9799995,,,
4042,235528,42.45538612,-105.8360506,Campbell Creek Campground,1.17666,0.04,1,3,9,0,20.9699993,,,
9505,242018,48.017193,-120.495925,Pyramid Mountain Trailhead,1.62543,0.05,1,3,11,0,20.9699993,,,
9844,242396,39.657637,-122.601156,Rattlesnake Firefighter Overlook - Picnic,3.9534,0.12,2,3,18,0,20.9699993,,,
1571,232969,55.48972222,-131.0911111,ELLA NARROWS CABIN,0,0,0,3,8,0,20.9599991,,,
10053,242616,35.95833,-118.4875,Johnsondale Bridge River Access Boating Site,1.82723,0.06,1,3,18,0,20.9500008,,,
16459,250090,43.28849,-122.627322,Horseshoe Bend Campground,2.41752,0.08,2,3,7,0,20.9500008,,,
16930,250565,42.67183657,-123.9689614,Rogue River Dispersed Campsites,0,0,0,3,8,0,20.9400005,,,
2390,233795,40.55416667,-110.8866667,IRON MINE,0.93382,0.03,1,3,11,0,20.9300003,,,
7996,240416,44.15846,-109.61946,Deer Creek Campground,3.17494,0.1,2,3,18,0,20.9300003,,,
11821,244631,46.024375,-121.642144,Trailhead: Service,0.94807,0.03,1,3,6,0,20.9300003,,,
1988,233389,36.7703,-105.2054,CIMARRON CAMPGROUND,1.39448,0.04,1,3,12,0,20.9200001,,,
13150,246178,41.87944444,-120.7647222,Jane's Reservoir Boating Site,0.26597,0.01,0,3,16,0,20.9099998,,,
12886,245879,39.12390732,-107.312643,McClure Campground - Paonia RD,2.68381,0.08,2,3,11,0,20.8899994,,,
4677,236442,56.726944,-132.052222,Chief Shakes Hot Springs Site,0,0,0,3,8,0,20.8700008,,,
13147,246175,41.87981111,-120.764,Jane's Reservoir Campground,0.26597,0.01,0,3,16,0,20.8700008,,,
743,232133,48.13222222,-92.29583333,JEANETTE LAKE,0.72249,0.02,0,3,8,0,20.8600006,,,
7515,239877,45.41611111,-109.9147222,Rabbit Gulch Trailhead,1.53255,0.05,1,3,15,0,20.8600006,,,
8560,241030,48.13177,-92.296733,Lake Jeanette Campground & Backcountry Sites,0.72249,0.02,0,3,8,0,20.8500004,,,
460,231850,37.29972222,-106.4666667,LAKE FORK(RIO GRANDE NATL FORE,1.51003,0.05,1,3,9,0,20.8400002,,,
4840,236654,40.72402639,-110.0533786,West Fork Trailhead,2.23539,0.07,2,3,9,0,20.8299999,,,
5998,238080,43.82111,-115.2093,Queens River Campground,0.81577,0.03,1,3,15,0,20.8099995,,,
4782,236589,40.559192,-110.887906,Mill Flat Camping Area,1.58801,0.05,1,3,9,0,20.7999992,,,
15803,249407,37.840383,-106.961705,Shallow Creek Trailhead,3.30123,0.1,2,3,14,0,20.7999992,,,
7928,240338,45.0044234,-115.69467,Williams Peak Trailhead,0.83982,0.03,1,3,11,0,20.7800007,,,
10005,242560,47.92444444,-112.7633333,Elko Campground,2.58083,0.08,2,3,9,0,20.7800007,,,
11011,243722,43.845816,-119.408,Falls Campground,1.50037,0.05,1,3,11,0,20.7800007,,,
261,203838,48.28329849,-124.6500015,Makah National Fish Hatchery,0,0,0,3,6,0,20.7700005,,,
2949,234358,45.24916667,-105.9325,DIAMOND BUTTE LOOKOUT,1.45133,0.05,1,3,19,0,20.75,,,
7793,240187,38.441349,-109.042145,Buckeye Reservoir,1.51974,0.05,1,3,11,0,20.7299995,,,
3005,234414,45.34222222,-110.2322222,FOURMILE CABIN,1.45688,0.05,1,3,7,0,20.7199993,,,
5972,238051,43.61888,-115.4437,Big Roaring River Lake Campground,2.08429,0.07,2,3,18,0,20.7199993,,,
2325,233730,40.70083333,-110.8836111,MIRROR LAKE,2.01838,0.06,1,3,10,0,20.7000008,,,
3314,234724,38.44544167,-109.0430722,BUCKEYE RECREATION AREA (CO),1.56796,0.05,1,3,11,0,20.6900005,,,
6990,239307,47.94554484,-113.3958107,Upper Big Bill Trailhead,1.74771,0.05,1,3,8,0,20.6900005,,,
9821,242371,39.406982,-122.678554,Bear Wallow Trailhead,0.97409,0.03,1,3,17,0,20.6800003,,,
4629,236351,55.41055556,-130.8888889,Winstanley Creek Buoy Trailhead,0,0,0,3,6,0,20.6700001,,,
12293,245181,42.1627,-114.185734,Father and Sons Campground,2.52055,0.08,2,3,12,0,20.6700001,,,
1108,232498,34.04861111,-119.5580556,SANTA CRUZ SCORPION,2.44867,0.08,2,3,19,0,20.6599998,,,
1664,233062,55.95805556,-133.2044444,SARKAR LAKE CABIN,0,0,0,3,4,0,20.6599998,,,
6441,238576,39.866996,-107.534067,South Fork Campground,1.7826,0.06,1,3,8,0,20.6399994,,,
1567,232965,55.26055556,-130.6711111,BAKEWELL LAKE CABIN,0,0,0,3,5,0,20.6200008,,,
7902,240309,45.1278208,-116.73857,Big Bar Camping Area,0,0,0,3,14,0,20.6100006,,,
11750,244548,46.00929,-121.90048,Sno-Park: McClellan Meadows,2.89734,0.09,2,3,6,0,20.5799999,,,
15857,249462,37.86460307,-106.9254334,Bachelor Loop Interpretive Site,2.76027,0.09,2,3,19,0,20.5599995,,,
1039,232429,48.0525,-90.40833333,FLOUR LAKE,0.42335,0.01,0,3,8,0,20.5300007,,,
8578,241048,47.339947,-91.821253,Salo Lake,1.67639,0.05,1,3,8,0,20.5300007,,,
4230,235748,37.5336,-107.2517,Poison Park Trailhead,1.41581,0.04,1,3,10,0,20.5200005,,,
12283,245167,43.614297,-115.202917,Chaparral Campground,0.62702,0.02,0,3,12,0,20.5200005,,,
16471,250102,43.227613,-122.86185,White Creek Campground,0,0,0,3,6,0,20.5200005,,,
16496,250127,43.036031,-122.8096,Dumont Creek Campground,0,0,0,3,6,0,20.5,,,
17542,251193,44.71712,-115.63551,Cabin Creek / Thunderbolt Trailhead,1.84427,0.06,1,3,13,0,20.4899998,,,
2934,234343,48.83722222,-114.3516667,SCHNAUS CABIN,1.42868,0.04,1,3,8,0,20.4799995,,,
11286,244007,32.897822,-107.824151,Gallinas Campground - Upper,5.76123,0.18,2,3,10,0,20.4799995,,,
11782,244590,46.269475,-121.577546,Trailhead: Divide Camp,0,0,0,3,6,0,20.4599991,,,
12834,245824,38.84164176,-106.5582731,Cottonwood Pass/ Taylor River Road Juncti,0.94704,0.03,1,3,14,0,20.4599991,,,
8301,240748,46.68488292,-115.3663811,Noe Creek Campground,0.98141,0.03,1,3,7,0,20.4500008,,,
1730,233128,45.48934167,-115.874575,LOOKOUT BUTTE LOOKOUT,1.0544,0.03,1,3,15,0,20.4099998,,,
30,202062,43.12990232,-111.9113906,Trail Creek Bridge Campground,3.5753,0.11,2,3,14,0,20.3999996,,,
4523,236196,58.117,-135.456,Hoonah Ferry Terminal Day Use Area,0,0,0,3,8,0,20.3999996,,,
5061,236892,44.234305,-119.804511,Sugar Creek Campground and Day Use Area,1.12064,0.04,1,3,18,0,20.3899994,,,
17560,251211,44.64122,-115.62814,Bear Creek / Warm Lake Trailhead,2.04497,0.06,1,3,9,0,20.3799992,,,
9827,242377,39.611895,-123.012543,Yuki Wilderness,0,0,0,3,16,0,20.3600006,,,
9376,241869,45.698333,-114.397222,Main Blue Joint Trailhead,1.08553,0.03,1,3,11,0,20.3500004,,,
12800,245788,39.04899877,-107.9375431,Crag Crest Campground - Grand Valley RD,1.3722,0.04,1,3,7,0,20.3500004,,,
12864,245855,38.85749883,-106.5689204,Rivers End Campground - Gunnison RD,0.64751,0.02,0,3,12,0,20.3500004,,,
551,231941,40.69722222,-110.8911111,MOOSEHORN,2.49136,0.08,2,3,10,0,20.3099995,,,
5097,236933,44.042066,-120.299683,Wiley Flat Campground,2.03314,0.06,1,3,12,0,20.3099995,,,
7992,240410,43.93172,-109.13231,Wood River Campground,1.70961,0.05,1,3,10,0,20.3099995,,,
8573,241043,48.11111,-92.34024,Astrid Lake Area,1.28384,0.04,1,3,7,0,20.3099995,,,
4492,236135,57.666431,-134.256277,Hasselborg Lake Shelter Lookout/cabin,0,0,0,3,5,0,20.2900009,,,
7916,240326,45.255267,-115.898585,Ruby Meadows Trailhead,2.11379,0.07,2,3,8,0,20.2700005,,,
12826,245815,39.044872,-107.918554,Youngs Creek Reservoir #3 Boat Launch- Grand Val,1.8849,0.06,1,3,10,0,20.2700005,,,
1523,232921,57.66313056,-134.2540278,HASSELBORG CREEK CABIN,0,0,0,3,5,0,20.2600002,,,
12278,245162,43.606498,-115.143909,Willow Creek Campground,1.07268,0.03,1,3,21,0,20.2199993,,,
13603,246887,44.5503,-110.402,Lake Yellowstone Hotel & Cabins,3.04518,0.1,2,3,4,0,20.2099991,,,
10039,242594,47.88972222,-112.7266667,Middle Fork Teton Trailhead,2.96418,0.09,2,3,11,0,20.2000008,,,
8565,241035,48.096787,-92.373805,Picket Lake,0.35374,0.01,0,3,8,0,20.1900005,,,
17432,251083,43.60902,-115.27777,Trinity Snow-parking area,0.79157,0.02,0,3,27,0,20.1900005,,,
268,203845,40.5833015,-109.0667038,Jones Hole National Fish Hatchery,3.73429,0.12,2,3,24,0,20.1800003,,,
10008,242563,47.89138889,-112.7269444,Cave Mountain Campground,2.70143,0.08,2,3,11,0,20.1599998,,,
16515,250146,43.190205,-122.7044,Hemlock Lake Campground,0.06108,0,0,3,6,0,20.1499996,,,
722,232112,40.65,-115.4036111,THOMAS CANYON,4.42026,0.14,2,3,16,0,20.1299992,,,
12284,245168,43.608697,-115.217917,Abbott Campground,1.43892,0.04,1,3,12,0,20.1200008,,,
7927,240337,45.015246,-115.714558,Water-Stop Info Site,0.55878,0.02,0,3,11,0,20.1100006,,,
15833,249438,37.29781291,-106.4858516,Bear Lake Trailhead. Trail 721,2.0926,0.07,2,3,9,0,20.1100006,,,
9044,241531,31.8063,-109.4762,Douglas Recreation Area,2.72318,0.09,2,3,21,0,20.1000004,,,
9790,242340,39.3791,-122.648233,North Fork Campground,1.57433,0.05,1,3,16,0,20.1000004,,,
6983,239300,47.94747,-113.40905,Middle Big Bill Trailhead,1.21697,0.04,1,3,8,0,20.0900002,,,
12804,245792,39.04604299,-107.9437823,Eggleston Boat Launch- Grand Valley RD,2.01063,0.06,1,3,7,0,20.0900002,,,
5002,236830,43.95994,-121.790229,Hosmer Lake,0.72245,0.02,0,3,9,0,20.0799999,,,
9623,242164,48.0832,-120.835,Phelps Creek Trailhead,0.47689,0.01,0,3,7,0,20.0799999,,,
2874,234283,45.74611111,-114.4433333,FALES FLAT CAMPGROUND,2.08284,0.07,2,3,8,0,20.0699997,,,
7890,240297,45.27722,-115.9119,Lake Creek Camping Area,1.96674,0.06,1,3,8,0,20.0599995,,,
16532,250163,43.232579,-122.8715,Coolwater Campground,0,0,0,3,6,0,20.0599995,,,
1525,232923,57.70138333,-134.27785,LITTLE SHAHEEN CABIN,0,0,0,3,4,0,20.0499992,,,
2382,233787,43.96305556,-121.7958333,LITTLE FAWN GROUP CAMP,0.85041,0.03,1,3,9,0,20.0499992,,,
5147,236983,43.9597,-121.78969,Hosmer Lake Boating Site,0.72245,0.02,0,3,9,0,20.0499992,,,
1762,233160,46.71638889,-115.2588889,KELLY FORKS CABIN,0.82242,0.03,1,3,6,0,20.0300007,,,
967,232357,40.05833333,-107.4497222,NORTH FORK CAMPGROUND,0.97729,0.03,1,3,10,0,20.0200005,,,
1657,233055,55.69444444,-132.8636111,CONTROL LAKE CABIN,0,0,0,3,6,0,20.0200005,,,
5128,236964,43.96322,-121.79665,Little Fawn Boating Site,0.85041,0.03,1,3,9,0,20.0200005,,,
1524,232922,57.70161667,-134.2765028,BIG SHAHEEN CABIN,0,0,0,3,4,0,20.0100002,,,
305,204104,37.4626,-111.3657,Escalante Interagency Visitor Center,0.26046,0.01,0,3,22,0,20,,,
7915,240325,45.0133283,-115.7161,Indian Point Camping Area,1.4179,0.04,1,3,11,0,20,,,
9825,242375,39.434598,-122.78286,West Crockett Trailhead,0,0,0,3,14,0,20,,,
7874,240274,45.27941,-115.91434,Mccall RD,2.42105,0.08,2,3,7,0,19.9899998,,,
8309,240757,46.71708431,-115.2546877,Kelly Forks Campground,0.82974,0.03,1,3,6,0,19.9899998,,,
2741,234149,42.95,-122.8497222,PICKETT BUTTE LOOKOUT,0,0,0,3,8,0,19.9699993,,,
5145,236981,43.96226,-121.78657,South Campground,0.28118,0.01,0,3,9,0,19.9699993,,,
5130,236966,43.96335,-121.78567,Mallard Marsh Campground,0.79815,0.02,0,3,9,0,19.9599991,,,
11834,244644,46.0058,-121.8392,Trailhead: Thomas Lake,1.77495,0.06,1,3,9,0,19.9599991,,,
1527,232925,57.58193889,-134.2739278,JIMS LAKE CABIN,0,0,0,3,6,0,19.9500008,,,
11745,244543,45.998059,-121.912394,Sno-Park: Koshko,2.64515,0.08,2,3,7,0,19.9300003,,,
3904,235370,48.0579168,-121.2882203,North Fork Sauk Trailhead,1.17451,0.04,1,3,6,0,19.9200001,,,
8328,240781,46.585575,-115.553075,Clark Mountain/Orogrande Trailhead,1.95095,0.06,1,3,7,0,19.9099998,,,
8652,241125,40.81329518,-105.7106161,North Fork Poudre Campground,2.50101,0.08,2,3,8,0,19.9099998,,,
12862,245853,38.948379,-106.61934,Potholes Fishing Site,0.65617,0.02,0,3,13,0,19.9099998,,,
6556,238706,39.072478,-107.189441,Marble Area,3.90446,0.12,2,3,13,0,19.8899994,,,
8239,240677,45.7608,-115.6589,Ten Mile,1.49942,0.05,1,3,7,0,19.8899994,,,
15241,248839,40.828328,-105.724939,South Pearl Road (#178),1.60961,0.05,1,3,8,0,19.8899994,,,
11794,244602,46.288612,-121.551532,Trailhead: Killen Creek,0.49684,0.02,0,3,6,0,19.8700008,,,
5100,236936,43.96154,-121.80517,Beach Picnic Area,1.65004,0.05,1,3,9,0,19.8500004,,,
3980,235451,40.18665071,-107.0862049,Chapman Reservoir Campground,1.32078,0.04,1,3,8,0,19.8400002,,,
11246,243966,40.6063,-115.3794,Roads End Trailhead,1.60217,0.05,1,3,20,0,19.8400002,,,
2387,233792,40.49722222,-110.8458333,ASPEN (UT),1.64795,0.05,1,3,14,0,19.8199997,,,
8557,241026,48.269184,-92.471398,Crane Lake,0.11679,0,0,3,7,0,19.8199997,,,
11178,243894,38.9475,-117.5694,Columbine Campground,1.50499,0.05,1,3,18,0,19.8099995,,,
16517,250148,43.051928,-122.782254,Boulder Creek Campground,0,0,0,3,7,0,19.7999992,,,
17468,251119,43.7613,-115.1458,Trail Creek Trailhead - Idaho City RD,0.9442,0.03,1,3,16,0,19.7999992,,,
9840,242391,39.443222,-122.825528,Lower Nye Campground,1.61776,0.05,1,3,10,0,19.7900009,,,
15838,249443,37.123875,-106.369838,Elk Creek Overflow Campground,3.86636,0.12,2,3,10,0,19.7900009,,,
16445,250076,43.051923,-122.78216,Three C Rock Campground,0,0,0,3,7,0,19.7900009,,,
6961,239274,48.782551,-114.282969,Polebridge River Access Site,0.82422,0.03,1,3,10,0,19.7800007,,,
970,232360,55.68333333,-132.85,EAGLES NEST CAMPGROUND,0,0,0,3,7,0,19.7700005,,,
4647,236383,57.869833,-135.553028,Long Bay Shelter,0,0,0,3,4,0,19.7700005,,,
15795,249399,37.12398968,-106.3692327,Elk Creek Trailhead Trail 731,3.86636,0.12,2,3,10,0,19.7600002,,,
1545,232943,58.31361111,-133.7055556,TURNER LAKE EAST CABIN,0,0,0,3,31,0,19.7399998,,,
8316,240765,46.71957197,-115.2330214,Junction Mountain Trailhead,0.53924,0.02,0,3,11,0,19.7399998,,,
15748,249352,37.125124,-106.368411,Elk Creek Campground,3.86636,0.12,2,3,10,0,19.7299995,,,
17700,251351,43.29666667,-122.8933333,Susan Creek Campground,1.98484,0.06,1,3,6,0,19.7299995,,,
12832,245822,38.82719468,-106.8400162,Cement Creek Campground - Gunnison RD,2.35719,0.07,2,3,12,0,19.7099991,,,
5919,237992,34.8187,-112.8151,Seepage Mountain,0.29122,0.01,0,3,17,0,19.7000008,,,
964,232354,43.6125,-115.0802778,BAUMGARTNER CAMPGROUND,0.25843,0.01,0,3,20,0,19.6900005,,,
11274,243995,34.033306,-108.35062,Valle Tio Vinces Campground,1.22192,0.04,1,3,14,0,19.6900005,,,
16486,250117,43.18842,-122.6953,Hemlock Meadows Campground,0.43837,0.01,0,3,6,0,19.6900005,,,
11689,244473,46.293413,-121.548325,Campground: Killen Creek,0.15,0,0,3,6,0,19.6599998,,,
10034,242589,47.43361111,-112.8013889,Wood Lake Picnic Site,1.81822,0.06,1,3,8,0,19.6499996,,,
3420,234834,46.42253,-113.71891,Siria Campground,1.93889,0.06,1,3,8,0,19.6399994,,,
9819,242369,39.415702,-122.738228,Snow Mountain Wilderness,0.0517,0,0,3,14,0,19.6399994,,,
15749,249353,37.11348457,-106.3693514,Potosi Vista Interpretive Site,4.27605,0.13,2,3,10,0,19.6399994,,,
4591,236300,55.70534,-131.63744,Margaret Fish Pass Trailhead,0,0,0,3,6,0,19.6299992,,,
9429,241926,48.1642,-120.544,Domke Falls Campground,0.99963,0.03,1,3,7,0,19.6200008,,,
3507,234924,46.232727,-113.746149,Crystal Creek Campground,3.88452,0.12,2,3,7,0,19.6100006,,,
9425,241922,48.1987,-120.549,Cascade Creek Campground,0.19807,0.01,0,3,13,0,19.6100006,,,
6989,239306,47.9398,-113.4182,Trail Creek Trailhead,1.11102,0.03,1,3,8,0,19.6000004,,,
4500,236151,55.706389,-132.86,Balls Lake  Picnic Site,0,0,0,3,7,0,19.5900002,,,
4595,236306,55.7034,-131.6346789,Marguerite Bay Buoy Day Use Area,0,0,0,3,6,0,19.5699997,,,
762,232152,38.90527778,-106.5861111,DINNER STATION,1.03869,0.03,1,3,9,0,19.5599995,,,
7904,240311,45.0617499,-115.75987,Ponderosa Campground,0.80974,0.03,1,3,7,0,19.5599995,,,
8319,240769,46.637561,-115.433064,Weitas Creek Campground,0.98498,0.03,1,3,10,0,19.5499992,,,
7886,240292,45.2691672,-115.91961,Burgdorf Campground,1.57591,0.05,1,3,7,0,19.5400009,,,
13068,246089,46.02760833,-117.7717117,Twin Buttes Trailhead,0.77986,0.02,0,3,8,0,19.5400009,,,
17820,251471,43.31126389,-122.5527,EAGLE ROCK CAMPGROUND,0,0,0,3,11,0,19.5400009,,,
9643,242185,48.0759,-120.853,Trinity Trailhead,0.92618,0.03,1,3,7,0,19.5300007,,,
7496,239858,45.35222222,-109.8972222,Woodbine Falls Trailhead,0.87388,0.03,1,3,8,0,19.5200005,,,
8305,240752,46.66386116,-115.3792955,Fourth Of July Trailhead,0.76941,0.02,0,3,7,0,19.5200005,,,
1758,233156,43.39861111,-122.9275,ROCK CREEK PAVILION,0,0,0,3,6,0,19.5100002,,,
4482,236120,58.104761,-135.429326,Hoonah RD,0,0,0,3,9,0,19.5100002,,,
3982,235453,40.17019608,-107.0542895,Crosho Lake Recreation Area,0.60841,0.02,0,3,11,0,19.5,,,
5059,236890,44.24856,-119.823388,Salters Cabin Horse Camp,0.7977,0.02,0,3,14,0,19.5,,,
811,232201,48.6252,-116.8918806,REEDER BAY,0.70128,0.02,0,3,6,0,19.4899998,,,
10009,242564,47.60972222,-112.7697222,Mortimer Gulch Campground,2.00622,0.06,1,3,13,0,19.4899998,,,
1838,233238,45.35222222,-109.8963889,WOODBINE CAMPGROUND,0.87388,0.03,1,3,8,0,19.4799995,,,
2838,234246,40.77512222,-106.7724111,SEEDHOUSE GUARD STATION,0.95331,0.03,1,3,11,0,19.4699993,,,
3457,234871,45.45102,-113.12383,Grasshopper Campground and Picnic Area,1.06815,0.03,1,3,8,0,19.4599991,,,
5136,236972,43.96674,-121.80867,Point Campground,1.73616,0.05,1,3,9,0,19.4599991,,,
15216,248814,40.70366667,-105.58505,Sevenmile Road (#225),2.78454,0.09,2,3,16,0,19.4400005,,,
2905,234314,45.49166667,-109.9583333,MEYERS CREEK CABIN,0.81002,0.03,1,3,11,0,19.4200001,,,
11285,244006,32.891978,-107.841116,Gallinas Campground - Lower,4.99544,0.16,2,3,12,0,19.4200001,,,
11756,244557,45.990586,-121.912085,Sno-Park: Old Man Pass,2.78312,0.09,2,3,7,0,19.4200001,,,
2933,234342,48.77111111,-114.2788889,BEN ROVER CABIN,0.71627,0.02,0,3,10,0,19.3999996,,,
11701,244487,46.280143,-121.597243,Site: Takhlakh Day Use Area,0.86936,0.03,1,3,6,0,19.3999996,,,
4991,236819,43.97688,-121.79312,Sunset View Day Use Area,0,0,0,3,8,0,19.3899994,,,
13377,246435,34.773697,-106.387739,Cerro Blanco Trailhead,2.50128,0.08,2,3,8,0,19.3899994,,,
5267,237107,43.5637,-120.78162,Aspen Flat,1.78911,0.06,1,3,15,0,19.3700008,,,
10010,242565,47.42777778,-112.7933333,Wood Lake Campground,2.51923,0.08,2,3,12,0,19.3700008,,,
1463,232861,46.28083333,-121.5986111,Takhlakh Lake Campground,0.86568,0.03,1,3,6,0,19.3299999,,,
11686,244469,46.30072,-121.544387,Campground: Horseshoe Lake,0.33094,0.01,0,3,6,0,19.3299999,,,
799,232189,47.38055556,-91.91638889,CADOTTE LAKE,2.2001,0.07,2,3,7,0,19.2999992,,,
3142,234552,40.77238333,-106.7714667,SEEDHOUSE CAMPGROUND,0.95331,0.03,1,3,8,0,19.2999992,,,
1599,232997,56.78277778,-133.9872222,KADAKE BAY CABIN,0,0,0,3,6,0,19.2900009,,,
1767,233165,48.03694444,-90.39388889,EAST BEARSKIN LAKE CAMPGROUND,0.74522,0.02,0,3,7,0,19.2900009,,,
2789,234197,40.77361111,-106.7341667,SEEDHOUSE GROUP SITES,0.27754,0.01,0,3,11,0,19.2900009,,,
16396,250026,38.77558333,-106.6275306,LOTTIS CREEK CAMPGROUND,1.87625,0.06,1,3,8,0,19.2900009,,,
1027,232417,44.65222222,-115.6555556,WARM LAKE,1.68756,0.05,1,3,9,0,19.2800007,,,
5065,236896,44.251302,-119.826828,Wolf Creek Industrial Campground,1.63097,0.05,1,3,14,0,19.2800007,,,
17587,251238,44.5284,-115.5212,Sulfur Creek Trailhead,2.46372,0.08,2,3,11,0,19.2800007,,,
15031,248546,46.0168262,-117.786747,Slick Ear Trailhead,0.92132,0.03,1,3,8,0,19.2700005,,,
9813,242363,40.037989,-122.83011,Ides Cove Backpacker Trailhead,1.13889,0.04,1,3,14,0,19.2600002,,,
15286,248885,40.732279,-105.599827,Swamp Creek Road (#171 #171A-L),2.26915,0.07,2,3,11,0,19.2600002,,,
5098,236934,44.0491,-120.377,Ochoco NF-Maury Mountains Area,2.00466,0.06,1,3,10,0,19.25,,,
2527,233932,38.09305556,-105.11,MINGUS RANCH,0.97488,0.03,1,3,9,0,19.2399998,,,
6982,239299,47.83240149,-113.4189866,Meadow Creek Trailhead,0.97985,0.03,1,3,8,0,19.2399998,,,
17463,251114,43.84323,-115.18647,Queens River Trailhead,2.17682,0.07,2,3,11,0,19.2399998,,,
10037,242592,47.605,-112.7666667,Gibson Boating Site,1.47383,0.05,1,3,13,0,19.2299995,,,
